Timestamp,university_type,location,academic_year,faculty,major,learning_hours,نوع التطوير اللي بتركز عليه أكتر,interview_readiness,mentor_contact,apps_count,acceptances_count,feedback_frequency,requirements_clarity,market_understanding,perceived_barriers,paid_for_training,events_attended,can_identify_gaps,frustration_sources,wants_skill_report,biggest_challenge,python_lvl,sql_lvl,excel_lvl,stats_lvl,viz_tools,ml_knowledge,projects_count,kaggle_participation,has_portfolio,info_sources,has_python,has_sql,has_excel,has_statistics,has_tableau,has_powerbi,has_any_viz_tool,learning_hours_num,apps_count_num,accept_count_num,events_num,region_category,is_cairo,faculty_category,is_related_major,has_ml,projects_num,has_projects,has_kaggle,has_portfolio_flag,has_mentor,tried_mentor,paid_training_flag,cant_afford,no_value,high_interview_readiness,is_government_univ,is_private_univ,is_national_univ,is_diploma,is_graduate,is_senior
2026-03-11 20:33:11.843,خاصة,الغربية,رابعة,BIS,BIS,أقل من 2,كورسات أونلاين,3,لا,0,ولا واحدة,ابدا,بتختلف من فرصة للتانية,5,انا برفض علشان الراتب انا عندي بزنس خاص و بقدر الي هيشتغل معايا مش هروح اشتغل و المقابل مش علي قد التعب ,"نعم , اكثر من مرة",أكثر من 3 مرات,تقريبا,الواسطة ,جدًا,في معلومات بس من غير خبرة ,1,1,2,2,Power BI,نعم,2 – 3 مشاريع,لا,نعم,مواقع توظيف,False,False,True,True,False,True,True,1,0,0,3,Provinces,False,Business/Tech,1,True,2.5,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True
2026-03-11 20:44:41.953,حكومية,بني سويف,خريج حديث,حاسبات ومعلومات / علوم الحاسب,Information technology ,أكثر من 10,"كورسات أونلاين, مشاريع عملية شخصية, بناء CV / LinkedIn",4,لا,+25,ولا واحدة,ابدا,واضحة جدًا وعارف أقيس نفسي عليها,4,"منافسة عالية جدًا, شبكة علاقات محدودة","نعم , مرة واحدة",لم تتوفر فرص في منطقتي,نعم بدقة,رفض بدون توضيح سبب,جدًا,عدم وجود تدريب أو خبرة عملية,1,3,3,3,Power BI,لا,أكثر من 5 مشاريع,نعم,نعم,LinkedIn,False,True,True,True,False,True,True,12,30,0,0,Provinces,False,Tech/CS,1,False,7.0,True,True,True,False,False,True,False,False,True,True,False,False,False,True,False
2026-03-11 20:50:44.442,معهد,الدقهلية,تانية,حاسبات ومعلومات / علوم الحاسب,علوم حاسب ,2–5,مسابقات / أنشطة,2,لا,3_1,3_2,احيانا,بتختلف من فرصة للتانية,2,"نقص مهارات تقنية محددة, نقص خبرة عملية مثبتة, منافسة عالية جدًا","لا , لا اري قيمة لذلك",مرة أو مرتين,تقريبا,منافسة عالية جدًا,الي حد ما,ضعف المهارات التقنية المطلوبة,1,2,1,2,لم أستخدم أي أداة,لا,لم أنجز أي مشروع بعد,لا,نعم,LinkedIn,False,True,False,True,False,False,False,3,0,0,1,Provinces,False,Tech/CS,1,False,0.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
2026-03-11 20:56:22.060,معهد,القاهرة,تانية,BIS,نظم ومعلومات الأعمال ,أكثر من 10,"كورسات أونلاين, مشاريع عملية شخصية, تدريب فعلي, بناء CV / LinkedIn",4,لا,+25,ولا واحدة,نادرا,بتختلف من فرصة للتانية,4,لسا متخرجتش من الكلية، كل مرة بيكون ده سبب الرفض,"لا , لا اري قيمة لذلك",لا,نعم بدقة,عدم الرد تمامًا,جدًا,لسا متخرجتش من الكلية,1,3,3,2,"Tableau, Power BI",لا,أكثر من 5 مشاريع,لا,نعم,LinkedIn,False,True,True,True,True,True,True,12,30,0,0,Cairo/Alex,True,Business/Tech,1,False,7.0,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False
2026-03-11 20:59:03.940,حكومية,الدقهلية,تانية,هندسة,هندسة الذكاء الاصطناعي,2–5,كورسات أونلاين,3,لا,0,ولا واحدة,ابدا,واضحة لكن مش عارف أحدد موقفي,4,"ضعف في عرض نفسي, قلة توجيه أو عدم وضوح متطلبات السوق, شبكة علاقات محدودة","لا , لا اري قيمة لذلك",لا,تقريبا,عملية تقديم معقدة,جدًا,عدم معرفة متطلبات الوظائف في السوق,3,2,3,2,"Matplotlib, Seaborn",لا,مشروع واحد,لا,نعم,LinkedIn,True,True,True,True,False,False,False,3,0,0,0,Provinces,False,Engineering,1,False,1.0,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False
2026-03-11 21:00:13.385,خاصة,القاهرة,خريج حديث,تجارة / إدارة أعمال,Accounting & finance ,2–5,"كورسات أونلاين, مشاريع عملية شخصية, تدريب فعلي, مسابقات / أنشطة, بناء CV / LinkedIn",1,لا,11_25,اكثر,نادرا,غير واضحة ومبهمة,1,"نقص مهارات تقنية محددة, نقص خبرة عملية مثبتة, ضعف في عرض نفسي, قلة توجيه أو عدم وضوح متطلبات السوق, منافسة عالية جدًا, شبكة علاقات محدودة, ","نعم , اكثر من مرة",مرة أو مرتين,لا,عملية تقديم معقدة,جدًا,عدم وجود تدريب أو خبرة عملية,2,2,2,2,لم أستخدم أي أداة,نعم,لم أنجز أي مشروع بعد,لا,لا,أصدقاء/معارف,True,True,True,True,False,False,False,3,0,0,1,Cairo/Alex,True,Business,0,True,0.0,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
2026-03-11 21:00:17.160,حكومية,الإسكندرية,خريج حديث,تجارة / إدارة أعمال,Accounting ,أكثر من 10,"كورسات أونلاين, مشاريع عملية شخصية, بناء CV / LinkedIn",4,نعم,+25,اكثر,نادرا,واضحة لكن مش عارف أحدد موقفي,4,"نقص خبرة عملية مثبتة, شبكة علاقات محدودة","نعم , مرة واحدة",لا,نعم بدقة,رفض بدون توضيح سبب,جدًا,عدم وجود تدريب أو خبرة عملية,1,3,2,2,"Tableau, Power BI, Matplotlib, Seaborn",نعم,أكثر من 5 مشاريع,لا,نعم,LinkedIn,False,True,True,True,True,True,True,12,30,0,0,Cairo/Alex,True,Business,0,True,7.0,True,False,True,True,False,True,False,False,True,True,False,False,False,True,False
2026-03-11 21:02:57.478,معهد,الدقهلية,تانية,حاسبات ومعلومات / علوم الحاسب,علوم الحاسب,أقل من 2,"كورسات أونلاين, بناء CV / LinkedIn",5,نعم,0,ولا واحدة,ابدا,واضحة جدًا وعارف أقيس نفسي عليها,5,"منافسة عالية جدًا, شبكة علاقات محدودة","نعم , مرة واحدة",لا,نعم بدقة,منافسة عالية جدًا,جدًا,ضعف المهارات التقنية المطلوبة,1,1,0,0,لم أستخدم أي أداة,لا,لم أنجز أي مشروع بعد,لا,نعم,LinkedIn,False,False,False,False,False,False,False,1,0,0,0,Provinces,False,Tech/CS,1,False,0.0,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False
2026-03-11 21:06:57.693,حكومية,الغربية,خريج حديث,BIS,BIS,5–10,"كورسات أونلاين, تدريب فعلي, بناء CV / LinkedIn",2,نعم,+25,اكثر,احيانا,بتختلف من فرصة للتانية,4,"نقص مهارات تقنية محددة, منافسة عالية جدًا","نعم , اكثر من مرة",مرة أو مرتين,نعم بدقة,منافسة عالية جدًا,الي حد ما,ضعف المهارات التقنية المطلوبة,2,2,4,3,"Tableau, Power BI",نعم,4 – 5 مشاريع,نعم,نعم,LinkedIn,True,True,True,True,True,True,True,7,30,0,1,Provinces,False,Business/Tech,1,True,4.5,True,True,True,True,False,True,False,False,False,True,False,False,False,True,False
2026-03-11 21:35:02.196,حكومية,الدقهلية,اولي,حاسبات ومعلومات / علوم الحاسب,General,5–10,"كورسات أونلاين, بناء CV / LinkedIn",3,نعم,3_1,ولا واحدة,نادرا,واضحة جدًا وعارف أقيس نفسي عليها,3,"نقص خبرة عملية مثبتة, منافسة عالية جدًا","لا , لا اري قيمة لذلك",مرة أو مرتين,نعم بدقة,عدم الرد تمامًا,جدًا,قلة المشاريع العملية في السيرة الذاتية,2,1,3,1,"Matplotlib, Seaborn",نعم,لم أنجز أي مشروع بعد,لا,نعم,LinkedIn,True,False,True,False,False,False,False,7,0,0,1,Provinces,False,Tech/CS,0,True,0.0,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False
2026-03-11 21:45:01.715,حكومية,الدقهلية,خريج حديث,حاسبات ومعلومات / علوم الحاسب,IT,أقل من 2,"مشاريع عملية شخصية, تدريب فعلي",4,لا,4_10,3_2,احيانا,بتختلف من فرصة للتانية,3,قلة توجيه أو عدم وضوح متطلبات السوق,"لا , لا استطيع تحمل التكلفة",لم تتوفر فرص في منطقتي,نعم بدقة,عدم الرد تمامًا,جدًا,عدم وجود تدريب أو خبرة عملية,0,2,3,3,Power BI,نعم,أكثر من 5 مشاريع,لا,نعم,"LinkedIn, مواقع التوظيف ، جروبات فيسبوك ",False,True,True,True,False,True,True,1,0,0,0,Provinces,False,Tech/CS,1,True,7.0,True,False,True,False,False,False,True,False,True,True,False,False,False,True,False
2026-03-11 21:50:37.710,حكومية,الغربية,تالته,هندسة,حاسبات,2–5,مشاريع عملية شخصية,3,نعم,3_1,1,ابدا,واضحة لكن مش عارف أحدد موقفي,3,"نقص خبرة عملية مثبتة, ضعف في عرض نفسي, شبكة علاقات محدودة","لا , لا اري قيمة لذلك",لا,نعم بدقة,منافسة عالية جدًا,جدًا,قلة المشاريع العملية في السيرة الذاتية,1,2,3,2,لم أستخدم أي أداة,لا,أكثر من 5 مشاريع,لا,لا,LinkedIn,False,True,True,True,False,False,False,3,0,0,0,Provinces,False,Engineering,1,False,7.0,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False
2026-03-11 21:56:39.298,خاصة,الدقهلية,رابعة,هندسة,Mechatronics Engineering,2–5,"كورسات أونلاين, تدريب فعلي, مسابقات / أنشطة, بناء CV / LinkedIn",4,حاولت ولم أنجح,+25,3_2,ابدا,واضحة لكن مش عارف أحدد موقفي,3,"نقص خبرة عملية مثبتة, قلة توجيه أو عدم وضوح متطلبات السوق, منافسة عالية جدًا","لا , لا اري قيمة لذلك",مرة أو مرتين,تقريبا,عدم الرد تمامًا,جدًا,عدم معرفة متطلبات الوظائف في السوق,2,2,3,3,"Tableau, Power BI",نعم,2 – 3 مشاريع,لا,لا,LinkedIn,True,True,True,True,True,True,True,3,30,0,1,Provinces,False,Engineering,1,True,2.5,True,False,False,False,True,False,False,True,True,False,True,False,False,False,True
2026-03-11 22:11:25.460,اهلية/دولية,بني سويف,رابعة,حاسبات ومعلومات / علوم الحاسب,Ai,2–5,"كورسات أونلاين, مشاريع عملية شخصية, تدريب فعلي, مسابقات / أنشطة",4,نعم,11_25,ولا واحدة,ابدا,بتختلف من فرصة للتانية,2,"قلة توجيه أو عدم وضوح متطلبات السوق, منافسة عالية جدًا, نوع الجامعة أو الخلفية الأكاديمية, شبكة علاقات محدودة","لا , لا استطيع تحمل التكلفة",أكثر من 3 مرات,لا,عدم الرد تمامًا,الي حد ما,عدم معرفة متطلبات الوظائف في السوق,3,2,2,3,"Tableau, Power BI, Matplotlib",نعم,4 – 5 مشاريع,نعم,لا,LinkedIn,True,True,True,True,True,True,True,3,0,0,3,Provinces,False,Tech/CS,1,True,4.5,True,True,False,True,False,False,True,False,True,False,False,True,False,False,True
2026-03-11 22:11:30.692,حكومية,الجيزة,رابعة,BIS,BIS,2–5,"كورسات أونلاين, بناء CV / LinkedIn",3,حاولت ولم أنجح,+25,اكثر,نادرا,بتختلف من فرصة للتانية,4,"نقص مهارات تقنية محددة, ضعف في عرض نفسي, منافسة عالية جدًا, نوع الجامعة أو الخلفية الأكاديمية, شبكة علاقات محدودة","لا , لا اري قيمة لذلك",مرة أو مرتين,تقريبا,منافسة عالية جدًا,الي حد ما,ضعف المهارات التقنية المطلوبة,2,3,3,2,"Tableau, Power BI, Matplotlib, Seaborn",نعم,4 – 5 مشاريع,لا,نعم,LinkedIn,True,True,True,True,True,True,True,3,30,0,1,Cairo/Alex,True,Business/Tech,1,True,4.5,True,False,True,False,True,False,False,True,False,True,False,False,False,False,True
2026-03-11 22:11:33.992,حكومية,الغربية,رابعة,علوم,Decision Making Support,5–10,"مشاريع عملية شخصية, تدريب فعلي, بناء CV / LinkedIn",5,نعم,+25,اكثر,احيانا,واضحة لكن مش عارف أحدد موقفي,3,"قلة توجيه أو عدم وضوح متطلبات السوق, منافسة عالية جدًا, نوع الجامعة أو الخلفية الأكاديمية","لا , لا اري قيمة لذلك",أكثر من 3 مرات,تقريبا,رفض بدون توضيح سبب,الي حد ما,لازم referral ,3,3,4,4,"Tableau, Power BI, Matplotlib, Seaborn",نعم,أكثر من 5 مشاريع,نعم,نعم,LinkedIn,True,True,True,True,True,True,True,7,30,0,3,Provinces,False,Science,1,True,7.0,True,True,True,True,False,False,False,True,True,True,False,False,False,False,True
2026-03-11 22:20:20.447,حكومية,الشرقية,رابعة,تجارة / إدارة أعمال,Accounting ,5–10,"كورسات أونلاين, مشاريع عملية شخصية, تدريب فعلي, بناء CV / LinkedIn",4,نعم,+25,اكثر,احيانا,بتختلف من فرصة للتانية,3,"نقص مهارات تقنية محددة, ضعف في عرض نفسي, شبكة علاقات محدودة","نعم , مرة واحدة",مرة أو مرتين,نعم بدقة,منافسة عالية جدًا,الي حد ما,قلة المشاريع العملية في السيرة الذاتية,3,2,3,3,Power BI,لا,2 – 3 مشاريع,نعم,نعم,LinkedIn,True,True,True,True,False,True,True,7,30,0,1,Provinces,False,Business,0,False,2.5,True,True,True,True,False,True,False,False,True,True,False,False,False,False,True
2026-03-11 22:28:34.394,خاصة,الدقهلية,اولي,ذكاء اصطناعي / علوم البيانات,انظمة ذكية,أكثر من 10,"كورسات أونلاين, مشاريع عملية شخصية, مسابقات / أنشطة",5,نعم,0,ولا واحدة,ابدا,بتختلف من فرصة للتانية,4,"نقص خبرة عملية مثبتة, ضعف في عرض نفسي, شبكة علاقات محدودة","نعم , مرة واحدة",لم تتوفر فرص في منطقتي,تقريبا,متطلبات كتير ومش واضحة,جدًا,ضعف المهارات التقنية المطلوبة,3,1,1,1,لم أستخدم أي أداة,لا,مشروع واحد,لا,نعم,أصدقاء/معارف,True,False,False,False,False,False,False,12,0,0,0,Provinces,False,Tech/CS,1,False,1.0,True,False,True,True,False,True,False,False,True,False,True,False,False,False,False
2026-03-11 22:34:08.797,حكومية,الجيزة,تالته,هندسة,هندسة زراعية ,5–10,"كورسات أونلاين, مشاريع عملية شخصية, بناء CV / LinkedIn",4,لا,+25,ولا واحدة,ابدا,واضحة جدًا وعارف أقيس نفسي عليها,3,"ضعف في عرض نفسي, قلة توجيه أو عدم وضوح متطلبات السوق, نوع الجامعة أو الخلفية الأكاديمية","لا , لا اري قيمة لذلك",لا,نعم بدقة,رفض بدون توضيح سبب,جدًا,قلة المشاريع العملية في السيرة الذاتية,2,2,3,2,Power BI,لا,4 – 5 مشاريع,لا,لا,LinkedIn,True,True,True,True,False,True,True,7,30,0,0,Cairo/Alex,True,Engineering,0,False,4.5,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False
2026-03-11 23:11:48.577,حكومية,الإسكندرية,تالته,آداب,Data Analysis,2–5,"كورسات أونلاين, مشاريع عملية شخصية, بناء CV / LinkedIn",3,نعم,4_10,ولا واحدة,ابدا,بتختلف من فرصة للتانية,4,"نقص خبرة عملية مثبتة, ضعف في عرض نفسي, منافسة عالية جدًا, نوع الجامعة أو الخلفية الأكاديمية","نعم , مرة واحدة",لا,تقريبا,عدم الرد تمامًا,الي حد ما,للاسف انا من اسكندرية والاغلب في القاهرة مع ظروف الدراسة طبعا,3,2,2,2,"Power BI, Matplotlib, Seaborn",نعم,أكثر من 5 مشاريع,لا,نعم,LinkedIn,True,True,True,True,False,True,True,3,0,0,0,Cairo/Alex,True,Other,1,True,7.0,True,False,True,True,False,True,False,False,False,True,False,False,False,False,False
2026-03-11 23:13:05.445,حكومية,الدقهلية,خريج حديث,حاسبات ومعلومات / علوم الحاسب,المعلوماتية الطبية ,2–5,"كورسات أونلاين, مشاريع عملية شخصية, تدريب فعلي, بناء CV / LinkedIn",4,لا,+25,1,ابدا,بتختلف من فرصة للتانية,3,"نقص خبرة عملية مثبتة, ضعف في عرض نفسي, قلة توجيه أو عدم وضوح متطلبات السوق, منافسة عالية جدًا, شبكة علاقات محدودة","لا , لا استطيع تحمل التكلفة",لم تتوفر فرص في منطقتي,تقريبا,متطلبات كتير ومش واضحة,جدًا,بقدم و مش بتقبل و مش عارف احدد او اثق على المشكلة,3,2,3,3,"Power BI, Matplotlib, Seaborn",نعم,أكثر من 5 مشاريع,لا,نعم,LinkedIn,True,True,True,True,False,True,True,3,30,0,0,Provinces,False,Tech/CS,0,True,7.0,True,False,True,False,False,False,True,False,True,True,False,False,False,True,False
2026-03-11 23:19:31.401,حكومية,الدقهلية,رابعة,هندسة,حاسبات ونظم التحكم,2–5,كورسات أونلاين,3,نعم,0,ولا واحدة,ابدا,واضحة لكن مش عارف أحدد موقفي,2,"نقص مهارات تقنية محددة, نقص خبرة عملية مثبتة, منافسة عالية جدًا","نعم , مرة واحدة",أكثر من 3 مرات,تقريبا,رفض بدون توضيح سبب,جدًا,قلة المشاريع العملية في السيرة الذاتية,4,4,4,2,"Matplotlib, Seaborn",نعم,2 – 3 مشاريع,لا,نعم,LinkedIn,True,True,True,True,False,False,False,3,0,0,3,Provinces,False,Engineering,1,True,2.5,True,False,True,True,False,True,False,False,False,True,False,False,False,False,True
2026-03-11 23:22:58.675,حكومية,القاهرة,تانية,حاسبات ومعلومات / علوم الحاسب,عام,2–5,"كورسات أونلاين, تدريب فعلي",2,لا,3_1,3_2,ابدا,واضحة جدًا وعارف أقيس نفسي عليها,3,"نقص خبرة عملية مثبتة, منافسة عالية جدًا","لا , لا اري قيمة لذلك",لا,تقريبا,منافسة عالية جدًا,الي حد ما,قلة المشاريع العملية في السيرة الذاتية,3,2,1,2,Tableau,لا,لم أنجز أي مشروع بعد,لا,نعم,جروبات فيسبوك,True,True,False,True,True,False,True,3,0,0,0,Cairo/Alex,True,Tech/CS,0,False,0.0,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False
2026-03-11 23:23:52.153,حكومية,الغربية,رابعة,تجارة / إدارة أعمال,Accounting and Finance ,2–5,"كورسات أونلاين, مشاريع عملية شخصية, بناء CV / LinkedIn",4,نعم,3_1,1,ابدا,واضحة جدًا وعارف أقيس نفسي عليها,4,"قلة توجيه أو عدم وضوح متطلبات السوق, منافسة عالية جدًا, نوع الجامعة أو الخلفية الأكاديمية","نعم , مرة واحدة",أكثر من 3 مرات,نعم بدقة,عدم الرد تمامًا,الي حد ما,عدم وجود تدريب أو خبرة عملية,2,3,2,3,"Tableau, Power BI",لا,أكثر من 5 مشاريع,لا,لا,LinkedIn,True,True,True,True,True,True,True,3,0,0,3,Provinces,False,Business,0,False,7.0,True,False,False,True,False,True,False,False,True,True,False,False,False,False,True
2026-03-11 23:27:57.489,حكومية,القاهرة,خريج حديث,تجارة / إدارة أعمال,محاسبة وتمويل,5–10,"كورسات أونلاين, مشاريع عملية شخصية, بناء CV / LinkedIn",4,نعم,+25,ولا واحدة,نادرا,بتختلف من فرصة للتانية,3,"نقص مهارات تقنية محددة, نقص خبرة عملية مثبتة, منافسة عالية جدًا","نعم , مرة واحدة",مرة أو مرتين,تقريبا,رفض بدون توضيح سبب,الي حد ما,ضعف المهارات التقنية المطلوبة,1,1,3,3,Power BI,نعم,2 – 3 مشاريع,لا,نعم,LinkedIn,False,False,True,True,False,True,True,7,30,0,1,Cairo/Alex,True,Business,1,True,2.5,True,False,True,True,False,True,False,False,True,True,False,False,False,True,False
2026-03-11 23:38:08.306,اهلية/دولية,القاهرة,تالته,حاسبات ومعلومات / علوم الحاسب,Ai,5–10,"كورسات أونلاين, مشاريع عملية شخصية",5,نعم,4_10,1,احيانا,واضحة جدًا وعارف أقيس نفسي عليها,3,"ضعف في عرض نفسي, منافسة عالية جدًا","نعم , مرة واحدة",أكثر من 3 مرات,نعم بدقة,منافسة عالية جدًا,جدًا,قلة المشاريع العملية في السيرة الذاتية,4,4,4,4,"Tableau, Power BI, Matplotlib, Seaborn",نعم,أكثر من 5 مشاريع,نعم,نعم,LinkedIn,True,True,True,True,True,True,True,7,0,0,3,Cairo/Alex,True,Tech/CS,1,True,7.0,True,True,True,True,False,True,False,False,True,False,False,True,False,False,False
2026-03-11 23:41:05.068,خاصة,أسوان,خريج حديث,هندسة,Electronics and Communications Engineering.,2–5,"كورسات أونلاين, مشاريع عملية شخصية, تدريب فعلي, مسابقات / أنشطة, بناء CV / LinkedIn",4,نعم,+25,ولا واحدة,نادرا,بتختلف من فرصة للتانية,4,"قلة توجيه أو عدم وضوح متطلبات السوق, منافسة عالية جدًا, نوع الجامعة أو الخلفية الأكاديمية, شبكة علاقات محدودة","نعم , اكثر من مرة",لم تتوفر فرص في منطقتي,تقريبا,كل الأسباب.,الي حد ما,منافسة عالية مع قله الفرص المتاحه.,2,2,3,1,"Tableau, Power BI",نعم,أكثر من 5 مشاريع,لا,نعم,LinkedIn,True,True,True,False,True,True,True,3,30,0,0,Provinces,False,Engineering,1,True,7.0,True,False,True,True,False,True,False,False,True,False,True,False,False,True,False
2026-03-11 23:47:08.706,حكومية,القاهرة,تانية,حاسبات ومعلومات / علوم الحاسب,General ,2–5,تدريب فعلي,3,نعم,4_10,3_2,دائما,بتختلف من فرصة للتانية,2,"نقص خبرة عملية مثبتة, منافسة عالية جدًا","لا , لا اري قيمة لذلك",لا,تقريبا,منافسة عالية جدًا,جدًا,عدم وجود تدريب أو خبرة عملية,1,2,1,2,Tableau,لا,لم أنجز أي مشروع بعد,لا,نعم,الجامعة,False,True,False,True,True,False,True,3,0,0,0,Cairo/Alex,True,Tech/CS,0,False,0.0,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False
2026-03-12 00:11:18.615,حكومية,القاهرة,تانية,حاسبات ومعلومات / علوم الحاسب,عام,5–10,"كورسات أونلاين, بناء CV / LinkedIn",2,نعم,4_10,3_2,نادرا,بتختلف من فرصة للتانية,4,"منافسة عالية جدًا, نوع الجامعة أو الخلفية الأكاديمية, شبكة علاقات محدودة","لا , لا اري قيمة لذلك",لا,تقريبا,رفض بدون توضيح سبب,الي حد ما,قلة المشاريع العملية في السيرة الذاتية,2,2,2,2,Tableau,لا,لم أنجز أي مشروع بعد,لا,نعم,LinkedIn,True,True,True,True,True,False,True,7,0,0,0,Cairo/Alex,True,Tech/CS,0,False,0.0,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False
2026-03-12 00:37:20.924,خاصة,القاهرة,تالته,حاسبات ومعلومات / علوم الحاسب,ذكاء اصطناعي,2–5,"كورسات أونلاين, مشاريع عملية شخصية, بناء CV / LinkedIn",1,لا,0,ولا واحدة,ابدا,بتختلف من فرصة للتانية,5,"نقص مهارات تقنية محددة, نقص خبرة عملية مثبتة, قلة توجيه أو عدم وضوح متطلبات السوق","نعم , مرة واحدة",لا,تقريبا,رفض بدون توضيح سبب,الي حد ما,عدم معرفة متطلبات الوظائف في السوق,2,3,1,3,"Matplotlib, Seaborn",لا,2 – 3 مشاريع,لا,لا,LinkedIn,True,True,False,True,False,False,False,3,0,0,0,Cairo/Alex,True,Tech/CS,1,False,2.5,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2026-03-12 00:51:08.353,معهد,الجيزة,تالته,BIS,BIS,5–10,كورسات أونلاين,5,نعم,0,ولا واحدة,ابدا,بتختلف من فرصة للتانية,3,"نقص مهارات تقنية محددة, نقص خبرة عملية مثبتة, منافسة عالية جدًا","نعم , مرة واحدة",لم تتوفر فرص في منطقتي,تقريبا,منافسة عالية جدًا,الي حد ما,قلة المشاريع العملية في السيرة الذاتية,2,3,3,2,Power BI,لا,2 – 3 مشاريع,لا,نعم,مواقع توظيف,True,True,True,True,False,True,True,7,0,0,0,Cairo/Alex,True,Business/Tech,1,False,2.5,True,False,True,True,False,True,False,False,True,False,False,False,False,False,False
2026-03-12 00:58:33.125,حكومية,الجيزة,تالته,حاسبات ومعلومات / علوم الحاسب,Ai,2–5,"كورسات أونلاين, مشاريع عملية شخصية",1,لا,0,ولا واحدة,ابدا,بتختلف من فرصة للتانية,2,"نقص مهارات تقنية محددة, نقص خبرة عملية مثبتة, منافسة عالية جدًا","لا , لا اري قيمة لذلك",لا,تقريبا,متطلبات كتير ومش واضحة,جدًا,ضعف المهارات التقنية المطلوبة,2,2,1,3,"Matplotlib, Seaborn",نعم,لم أنجز أي مشروع بعد,لا,نعم,LinkedIn,True,True,False,True,False,False,False,3,0,0,0,Cairo/Alex,True,Tech/CS,1,True,0.0,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False
2026-03-12 00:58:35.714,حكومية,الجيزة,رابعة,تكنولوجيا المعلومات (IT),Software Engineering ,2–5,"كورسات أونلاين, بناء CV / LinkedIn",5,لا,4_10,ولا واحدة,دائما,واضحة جدًا وعارف أقيس نفسي عليها,5,"نقص خبرة عملية مثبتة, شبكة علاقات محدودة","نعم , مرة واحدة",لا,نعم بدقة,منافسة عالية جدًا,جدًا,عدم وجود تدريب أو خبرة عملية,2,2,2,2,Power BI,نعم,2 – 3 مشاريع,لا,لا,LinkedIn,True,True,True,True,False,True,True,3,0,0,0,Cairo/Alex,True,Tech/CS,1,True,2.5,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True
2026-03-12 01:55:28.981,اهلية/دولية,القاهرة,تالته,ذكاء اصطناعي / علوم البيانات,Data Science ,5–10,"كورسات أونلاين, مشاريع عملية شخصية",4,نعم,0,ولا واحدة,ابدا,واضحة جدًا وعارف أقيس نفسي عليها,4,طالب,"نعم , مرة واحدة",لم تتوفر فرص في منطقتي,تقريبا,طالب,الي حد ما,طالب,2,3,3,2,"Power BI, Matplotlib, Seaborn",نعم,2 – 3 مشاريع,لا,لا,LinkedIn,True,True,True,True,False,True,True,7,0,0,0,Cairo/Alex,True,Tech/CS,1,True,2.5,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False
2026-03-12 02:08:47.409,حكومية,الدقهلية,رابعة,هندسة,AIE,2–5,كورسات أونلاين,3,لا,11_25,ولا واحدة,نادرا,واضحة لكن مش عارف أحدد موقفي,3,"قلة توجيه أو عدم وضوح متطلبات السوق, منافسة عالية جدًا","نعم , اكثر من مرة",مرة أو مرتين,تقريبا,عدم الرد تمامًا,جدًا,عدم معرفة متطلبات الوظائف في السوق,3,2,3,3,"Tableau, Power BI, Matplotlib, Seaborn",نعم,4 – 5 مشاريع,لا,لا,LinkedIn,True,True,True,True,True,True,True,3,0,0,1,Provinces,False,Engineering,1,True,4.5,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True
2026-03-12 02:27:15.840,خاصة,القاهرة,رابعة,حاسبات ومعلومات / علوم الحاسب,علوم حاسب ,2–5,"كورسات أونلاين, مشاريع عملية شخصية, بناء CV / LinkedIn",5,لا,4_10,1,نادرا,بتختلف من فرصة للتانية,3,"ضعف في عرض نفسي, منافسة عالية جدًا, شبكة علاقات محدودة","لا , لا استطيع تحمل التكلفة",أكثر من 3 مرات,نعم بدقة,رفض بدون توضيح سبب,جدًا,عدم وجود تدريب أو خبرة عملية,4,2,2,4,"Power BI, Matplotlib, Seaborn",نعم,أكثر من 5 مشاريع,نعم,نعم,LinkedIn,True,True,True,True,False,True,True,3,0,0,3,Cairo/Alex,True,Tech/CS,1,True,7.0,True,True,True,False,False,False,True,False,True,False,True,False,False,False,True
